criminalidad,es_archivo,es_preclusion,estado,etapa_caso,ley,pais_hecho,departamento_hecho,municipio_hecho,seccional,anio_hechos,anio_entrada,anio_denuncia,grupo_delito,victima_consumado,sexo,grupo_etario,pais_nacimiento,aplica_lgbti,aplica_nna,indigena,afrodescendiente,total_victimas,delito,agravante,Type,total_victimas_nna,cod_dep,cod_mun
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,1,11,11001
SI,NO,NO,INACTIVO,JUICIO,Ley 906,Colombia,Cesar,VALLEDUPAR,DIRECCIÓN SECCIONAL DE CESAR,2013,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,20,20001
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Caldas,CHINCHINÁ,DIRECCIÓN SECCIONAL DE CALDAS,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,17,17174
NO,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2024,2025,2025,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,ZARZAL,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,76,76895
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2011,2011,2011,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,73,73001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2019,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,76,76001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,GIRARDOTA,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05308
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,MOCOA,DIRECCIÓN SECCIONAL DE PUTUMAYO,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,86,86001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTELÍBANO,DIRECCIÓN SECCIONAL DE CÓRDOBA,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,23,23466
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,CHINCHINÁ,DIRECCIÓN SECCIONAL DE CALDAS,2018,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,17,17174
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,FLORIDABLANCA,DIRECCIÓN SECCIONAL DE SANTANDER,2013,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,68,68276
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,TARAZÁ,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,05,05790
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.1 EJECUTADA POR TURISTA O VIAJERO NACIONAL O EXTRANJERO,ESCNNA,1,13,13001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,PALMIRA,DIRECCIÓN SECCIONAL DE CALI,2012,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,76,76520
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,SOPETRÁN,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05761
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,CALDAS,DIRECCIÓN SECCIONAL DE MEDELLÍN,2017,2018,2018,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05129
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Caldas,VILLAMARÍA,DIRECCIÓN SECCIONAL DE CALDAS,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,17,17873
NO,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2019,2021,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,47,47001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,66,66001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Boyacá,SANTA MARÍA,DIRECCIÓN SECCIONAL DE BOYACÁ,2015,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,15,15690
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2015,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,54,54001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,YAGUARÁ,DIRECCIÓN SECCIONAL DE HUILA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,41,41885
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Caquetá,FLORENCIA,DIRECCIÓN SECCIONAL DE CAQUETÁ,2015,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,3,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,3,18,18001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2017,2017,2017,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,08,08001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,HOBO,DIRECCIÓN SECCIONAL DE HUILA,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,41,41349
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,19,19001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,SIN DATO,2015,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,4,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,4,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2011,2011,2011,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,76,76001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Antioquia,ENVIGADO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2024,2024,2024,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,2,05,05266
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2016,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,4,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,4,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,47,47001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Cundinamarca,GIRARDOT,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,25,25307
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2018,2022,2022,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,17,17001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2012,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,05,05001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2022,2022,2022,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NÁTAGA,DIRECCIÓN SECCIONAL DE HUILA,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,41,41483
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,CONSTREÑIMIENTO A LA PROSTITUCION ART. 214,,ESCNNA,1,66,66001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,0,19,19001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,41,41001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,2015,2015,2015,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,66,66001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2017,2017,2017,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,13,13001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 1098,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,TOCANCIPÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25817
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Boyacá,LA VICTORIA,DIRECCIÓN SECCIONAL DE BOYACÁ,2024,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,15,76403
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,4,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,4,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,5,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.1 EJECUTADA POR TURISTA O VIAJERO NACIONAL O EXTRANJERO,ESCNNA,5,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2013,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Venezuela,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Boyacá,CHIQUINQUIRÁ,DIRECCIÓN SECCIONAL DE BOYACÁ,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,15,15176
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SINCELEJO,DIRECCIÓN SECCIONAL DE SUCRE,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,70,70001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyacá,NOBSA,DIRECCIÓN SECCIONAL DE BOYACÁ,2021,2021,2021,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,SI,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,15,15491
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,LOS PATIOS,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,54,54405
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,RISARALDA,DIRECCIÓN SECCIONAL DE CALDAS,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,17,17616
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Nariño,LA CRUZ,DIRECCIÓN SECCIONAL DE NARIÑO,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,52,52378
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,SANTA ROSA DE CABAL,DIRECCIÓN SECCIONAL DE RISARALDA,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,66,66682
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2022,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,SIN DATO,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,47,47001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,VILLAMARÍA,DIRECCIÓN SECCIONAL DE CALDAS,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,17,17873
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,05,05088
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,SANTIAGO,DIRECCIÓN SECCIONAL DE PUTUMAYO,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,CONSTREÑIMIENTO A LA PROSTITUCION ART. 214,,ESCNNA,1,86,54680
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,05,05001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,RESTREPO,DIRECCIÓN SECCIONAL DE META,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,0,50,50606
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 1098,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Venezuela,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,54,54001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,SOLEDAD,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2021,2021,2021,DELITOS SEXUALES,NO APLICA,MASCULINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,08,08758
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,CONSTREÑIMIENTO A LA PROSTITUCION ART. 214,,ESCNNA,1,73,73001
SI,NO,NO,INACTIVO,JUICIO,Ley 906,Colombia,Risaralda,DOSQUEBRADAS,DIRECCIÓN SECCIONAL DE RISARALDA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,CONSTREÑIMIENTO A LA PROSTITUCION ART. 214,"ART. 216 N. 3.  SE REALIZARE EN CONTRA DE PARIENTE, MIEMBRO DE UNIDAD DOMESTICA O APROVECHANDO LA CONFIANZA",ESCNNA,1,66,66170
