criminalidad,es_archivo,es_preclusion,estado,etapa_caso,ley,pais_hecho,departamento_hecho,municipio_hecho,seccional,anio_hechos,anio_entrada,anio_denuncia,grupo_delito,victima_consumado,sexo,grupo_etario,pais_nacimiento,aplica_lgbti,aplica_nna,indigena,afrodescendiente,total_victimas,delito,agravante,Type,total_victimas_nna,cod_dep,cod_mun
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Valle del Cauca,TULUÁ,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,2,76,76834
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,GARZÓN,DIRECCIÓN SECCIONAL DE HUILA,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,41,41298
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.1 EJECUTADA POR TURISTA O VIAJERO NACIONAL O EXTRANJERO,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,ESTIMULO A LA PROSTITUCION DE MENORES. ART. 217,,ESCNNA,1,68,68001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,SAN ESTANISLAO,DIRECCIÓN SECCIONAL DE BOLÍVAR,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,13,13647
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,08,08001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2018,2019,2019,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,SI,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,1,68,68001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2026,2026,2026,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,2,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,0,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2015,2019,2019,DELITOS SEXUALES,NO APLICA,MASCULINO,ADULTO,Colombia,NO,NO,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.1 EJECUTADA POR TURISTA O VIAJERO NACIONAL O EXTRANJERO,ESCNNA,0,54,54001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2016,2016,2016,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,11,11001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,73,73001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2025,2025,2025,DELITOS SEXUALES,NO APLICA,MASCULINO,ADULTO,Colombia,NO,NO,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,0,76,76001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,CALDONO,DIRECCIÓN SECCIONAL DE CAUCA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,0,19,19137
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2013,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Estados Unidos,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,47,47001
SI,NO,SI,INACTIVO,JUICIO,Ley 1098,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,CAJICÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2015,2016,2016,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25126
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2011,2012,2012,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,11,11001
NO,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2020,2020,2020,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,17,17001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,LÉRIDA,DIRECCIÓN SECCIONAL DE TOLIMA,2017,2017,2017,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,73,73408
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2024,2024,2024,DELITOS SEXUALES,NO APLICA,MASCULINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,76,76001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Guaviare,CALAMAR,DIRECCIÓN SECCIONAL DE GUAVIARE,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,95,13140
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,2,73,73001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,PLANETA RICA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,23,23555
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,68,68001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2017,2017,2017,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,SIN DATO,NO,SI,NO,NO,3,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,3,11,11001
NO,NO,SI,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTELÍBANO,DIRECCIÓN SECCIONAL DE CÓRDOBA,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,23,23466
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 1098,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,FUSAGASUGÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,25,25290
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2011,2012,2012,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,13,13001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,EL CARMEN DE VIBORAL,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,05,05148
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2018,2018,2018,DELITOS SEXUALES,NO APLICA,SIN DATO,SIN DATO,Colombia,NO,SI,NO,NO,2,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,2,11,11001
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2014,2014,2014,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,76,76001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,VILLAMARÍA,DIRECCIÓN SECCIONAL DE CALDAS,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,17,17873
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.5 RESPONSABLE INTEGRANTE DE LA FAMILIA  DE LA VICTIMA,ESCNNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2014,2014,2014,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,47,47001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Chocó,NÓVITA,DIRECCIÓN SECCIONAL DE CHOCÓ,2019,2019,2019,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,27,27491
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,2,17,17001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2018,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,19,19001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2026,2026,2026,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2010,2010,2010,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,3,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,3,76,76001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,6,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,11,11001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,2021,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,CONSTREÑIMIENTO A LA PROSTITUCION ART. 214,ART. 216 N. 1.  CUANDO SE REALIZARE EN PERSONA MENOR DE CATORCE (14) ANOS,ESCNNA,1,66,66001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,CONTRATACIÓN,DIRECCIÓN SECCIONAL DE SANTANDER,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,68,68211
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2012,2012,2012,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,76,76001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,PALESTINA,DIRECCIÓN SECCIONAL DE CALDAS,2020,2020,2020,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,2,17,17524
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,COYAIMA,DIRECCIÓN SECCIONAL DE TOLIMA,2010,2010,2010,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,73,73217
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2023,2024,2024,DELITOS SEXUALES,NO APLICA,MASCULINO,ADULTO,Colombia,NO,NO,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,0,05,05001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2023,2023,2023,DELITOS SEXUALES,NO APLICA,SIN DATO,SIN DATO,SIN DATO,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,73,73001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2015,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.2. SI CONSTITUYERE MATRIMONIO O CONVIVENCIA SERVIL O FORZADO,ESCNNA,1,08,08001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,SOLEDAD,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,08,08758
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2025,2025,2025,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,SIN DATO,NO,SI,NO,NO,2,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,2,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2017,2017,2017,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,11,11001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2011,2012,2012,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,73,73001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,MAGANGUÉ,DIRECCIÓN SECCIONAL DE BOLÍVAR,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,ESTIMULO A LA PROSTITUCION DE MENORES. ART. 217,,ESCNNA,1,13,13430
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,5,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,5,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,05,05088
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 1098,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,66,66001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SANTIAGO DE TOLÚ,DIRECCIÓN SECCIONAL DE SUCRE,2010,2011,2011,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,1,70,70820
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,CHÍA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25175
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2014,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,2,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,2,05,05001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Cundinamarca,SOACHA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2021,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,25,25754
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,FUNDACIÓN,DIRECCIÓN SECCIONAL DE MAGDALENA,2018,2019,2019,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,47,47288
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2017,2017,2017,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,3,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,3,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,LURUACO,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,08,08421
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 1098,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,19,19001
